CD_EUNIS;CD_EUNIS_SUP;LEVEL;LB_LEVEL;France_av;FRANCE;LB_EUNIS_FR;DESCRIPTION_FR;label
D6.15;D6.1;4;Niveau 4;FALSE;FALSE;;;Interior Iberian [Microcnemum] and [Salicornia] swards
D6.151;D6.15;5;Niveau 5;FALSE;FALSE;;;Iberian [Microcnemum] swards
D6.152;D6.15;5;Niveau 5;FALSE;FALSE;;;Iberian interior [Salicornia] swards
D6.16;D6.1;4;Niveau 4;FALSE;FALSE;;;Interior central European and Anatolian [Salicornia], [Microcnemum], [Suaeda] and [Salsola] swards
D6.161;D6.16;5;Niveau 5;FALSE;FALSE;;;Pannonic glasswort-seablite-saltwort swards
D6.1611;D6.161;6;Niveau 6;FALSE;FALSE;;;Pannonic glasswort swards
D6.1612;D6.161;6;Niveau 6;FALSE;FALSE;;;Pannonic seablite swards
D6.1613;D6.161;6;Niveau 6;FALSE;FALSE;;;Pannonic saltwort communities
D6.1614;D6.161;6;Niveau 6;FALSE;FALSE;;;Pelagonian seablite swards
D6.162;D6.16;5;Niveau 5;FALSE;FALSE;;;Western Pontic glasswort-seablite-saltwort swards
D6.163;D6.16;5;Niveau 5;FALSE;FALSE;;;Central Eurasian glasswort swards
D6.17;D6.1;4;Niveau 4;TRUE;TRUE;Salicorniaies continentales d’Europe occidentale;Formations à Salicorne des marais salés continentaux de médio-Europe némorale, en particulier de l’Allemagne, de la Pologne, de la France et de l’Angleterre (unité D6.1).;Western European continental glasswort beds
D6.18;D6.1;4;Niveau 4;TRUE;TRUE;Formations des marais salés continentaux européens à [Carex divisa] et [Carex distans];Formations des marais salés continentaux de l'Europe centrale, dominées par [Carex divisa] ou [Carex distans], typiquement d'environ 40-60 cm de haut, se retrouvant particulièrement dans les plaines pannoniennes.;Interior European saltmarsh [Carex divisa] and [Carex distans] beds
D6.2;D6;3;Niveau 3;FALSE;TRUE;Nappes d’hélophytes, salines ou saumâtres, pauvres en espèces, normalement sans eau libre;Stations atterries d’hélophytes halotolérantes, notamment [Phragmites australis] et [Cyperus laevigatus]. Ces espèces croissent également comme végétation émergée ou bordant les plans d’eau salée (C3.27).;Inland saline or brackish species-poor helophyte beds normally without free-standing water
D6.21;D6.2;4;Niveau 4;TRUE;TRUE;Phragmitaies sèches halophiles;Phragmitaies non inondées de la région paléarctique à [Phragmites australis], se formant sur les rives des plans d’eau salée ou sur d’autres sols salins.;Dry halophile [Phragmites] beds
D6.22;D6.2;4;Niveau 4;FALSE;FALSE;;;[Cyperus laevigatus] beds
D6.23;D6.2;4;Niveau 4;FALSE;FALSE;;;Interior Iberian salt pan meadows
E;-;1;Niveau 1;TRUE;TRUE;"Prairies ; terrains dominés par des herbacées non graminoïdes, des mousses ou des lichens";Terrains non-côtiers secs, ou humides uniquement de façon saisonnière (la nappe phréatique est au niveau du sol ou au-dessus du sol pendant moins de la moitié de l’année), avec plus de 30% de couverture végétale. La végétation est dominée par des graminées et d’autres plantes non ligneuses, dont des mousses, des macrolichens, des fougères, des Laîches et des herbacées. Les steppes semi-arides à buissons épars d’[Artemisia] sont comprises dans cette unité. La végétation de succession d’espèces rudérales/messicoles et les pelouses traitées, telles que les terrains récréatifs et les pelouses ornementales, sont également incluses. Les habitats agricoles régulièrement cultivés (I1) dominés par une végétation herbacée cultivée, tels que les terres arables, sont eux exclus.;Grasslands and lands dominated by forbs, mosses or lichens
E1;E;2;Niveau 2;TRUE;TRUE;Pelouses sèches;"Terrains bien drainés ou secs dominés par des graminées ou des herbacées, pour la plupart sans utilisation d’engrais et à faible productivité. Les steppes à [Artemisia] sont comprises dans cette unité. Les habitats secs méditerranéens avec des arbustes d’autres genres, lorsque la couverture buissonnante dépasse 10%, sont exclus ; ils sont répertoriés dans les garrigues (F6).";Dry grasslands
E1.A;E1;3;Niveau 3;TRUE;TRUE;Pelouses sèches, ouvertes, acides et neutres méditerranéennes;Terrains vagues sablonneux avec des thérophytes vernaux, pas nécessairement des graminées, de la région méditerranéenne. Pâturages et prairies ouvertes pérennes sur sols siliceux, habituellement squelettiques, de la zone supraméditerranéenne.;Open Mediterranean dry acid and neutral grassland
E1.A1;E1.A;4;Niveau 4;TRUE;TRUE;Communautés annuelles méditerranéennes sur sables profonds;Communautés ouvertes d’annuelles à floraison printanière développées sur des sables profonds de la péninsule Ibérique, de l’Afrique du nord méditerranéenne et, très localement, du sud de la France et de l’Italie, avec [Malcolmia lacera], [Malcolmia ramosissima], [Anthyllis hamosa], [Maresia nana], [Erodium laciniatum], [Erodium cicutarium ssp. bipinnatum], [Arenaria emarginata], [Hymenostemma pseudanthemis], [Loeflingia baetica], [Loeflingia spartea], [Loeflingia tavaresiana], [Loeflingia hispanica], [Linaria donyana], [Linaria pedunculata], [Vulpia membranacea], [Ononis variegata], [Ononis baetica], [Ononis cossoniana], [Ononis subspicata], [Coronilla repanda], [Evax asterisciflora], [Evax lusitanica], [Leucojum trichophyllum]. Les formations équivalentes des dunes littorales sont classées en B1.48, tandis que d’autres se trouvent sur les bancs de graviers littoraux, voir les unités B2.4 et B2.5.;Mediterranean annual deep-sand communities
E1.A2;E1.A;4;Niveau 4;TRUE;FALSE;;;Supra-Mediterranean perennial siliceous grasslands
E1.A21;E1.A2;5;Niveau 5;TRUE;FALSE;;;Iberian [Festuca] - [Plantain] swards
E1.A22;E1.A2;5;Niveau 5;TRUE;FALSE;;;Helleno-Balkanic supra-Mediterranean siliceous grasslands
E1.A3;E1.A;4;Niveau 4;TRUE;TRUE;Dunes riveraines du Rhône;Dunes fossiles de la Camargue, construites par des sables alluviaux limoneux du Rhône.;Rhône riverine dunes
E1.A4;E1.A;4;Niveau 4;TRUE;FALSE;;;Southern Iberian inland dunes
E1.A5;E1.A;4;Niveau 4;FALSE;FALSE;;;Irano-Anatolian inland dunes
E1.B;E1;3;Niveau 3;TRUE;TRUE;Pelouses des sols métallifères;Pelouses sèches, rases, souvent riches en lichens et en mousses, colonisant les sols d’Europe occidentale et centrale à haute teneur en métaux lourds comme le zinc et le plomb. Elles comprennent des espèces, des écotypes ou des populations spécialement adaptées à ces sols, principalement apparentées ou dérivées d'espèces par ailleurs montagnardes, boréomontagnardes ou steppiques. Les pelouses des sols métallifères d’affinités nettement alpines, bien qu’elles s’étendent sur des altitudes allant de l’étage montagnard et des stations planitiaires déalpines aux étages subalpin et alpin, sont comprises. Végétation de l’alliance [Violetalia calaminariae].;Heavy-metal grassland
E1.B1;E1.B;4;Niveau 4;FALSE;FALSE;;;Atlantic heavy-metal grassland
E1.B11;E1.B1;5;Niveau 5;TRUE;FALSE;;;British heavy metal grasslands
E1.B12;E1.B1;5;Niveau 5;TRUE;FALSE;;;Irish heavy metal grasslands
E1.B2;E1.B;4;Niveau 4;FALSE;TRUE;Pelouses calaminaires;Formations ouvertes colonisant les sols riches en métaux lourds, soit naturellement soit résultant d’opérations minières anciennes, en régression rapide et limitées à quelques stations en Belgique orientale, en Rhineland occidental, en Wesphalie et Basse Saxe, et à une station au sud des Pays-Bas, avec des avant-postes dans le nord de la France. Elles comprennent une flore fortement spécialisée avec les espèces endémiques [Viola calaminaria], [Viola guestphalica], [Thlaspi caerulescens] ([Thlaspi alpestre ssp. calaminare]) et [Festuca aquisgranensis] ([Festuca ophioliticola ssp. calaminaria]), avec [Minuartia verna var. hercynica], [Silene vulgaris ssp. humilis] et [Armeria halleri], limitées à cette formation et à la suivante, et avec l’espèce steppique d’Europe centrale [Festuca valesiaca].;Calaminarian grassland
E1.B21;E1.B2;5;Niveau 5;TRUE;FALSE;;;[Viola calaminaria] grasslands
E1.B22;E1.B2;5;Niveau 5;FALSE;FALSE;;;[Viola guestphalica] grasslands
E1.B23;E1.B2;5;Niveau 5;FALSE;TRUE;Pelouses calaminaires occidentales à Arméria;Communautés calaminaires d’Europe occidentale comprenant [Armeria halleri] s.l. en l’absence de [Viola lutea] ou [Viola guestphalica], connues de stations très isolées, en particulier, dans l’Eifel, le sud-ouest de la Belgique et le nord de la France. [Cardaminopsis halleri] est caractéristique.;Western calaminarian thrift grasslands
E1.B24;E1.B2;5;Niveau 5;FALSE;FALSE;;;Calaminarian pennycress grasslands
E1.B3;E1.B;4;Niveau 4;FALSE;FALSE;;;Central European heavy-metal grassland
E1.B4;E1.B;4;Niveau 4;FALSE;FALSE;;;Calaminarian [Silene vulgaris] grassland
E1.B5;E1.B;4;Niveau 4;FALSE;TRUE;Pelouses alpines des sols métallifères;Formations des sols à haute teneur en métaux lourds des niveaux alpin et subalpin des Alpes et des Pyrénées. Elles présentent entre autres espèces [Dianthus sylvestris], [Galium anisophyllon], [Poa alpina], [Armeria arenaria], [Thlaspi caerulescens], et [Viola dubyana], espèce endémique fortement restreinte aux Alpes méridionales. Ces formations descendent jusqu’au niveau montagnard et apparaissent dans quelques stations déalpines.;Alpine heavy-metal grassland
E1.C;E1;3;Niveau 3;FALSE;TRUE;Habitats méditerranéens secs à végétation herbacée non-vernale inappétente;Terrains secs avec une couverture arbustive inférieure à 10% et une forte composante de plantes non-vernales inappétentes, dont des géophytes ([Asphodelus], [Urginea]), des Chardons ([Carthamus], [Carlina], [Centaurea], [Onopordum]), et des [Ferula] et des [Phlomis]. Ces habitats sont particulièrement caractéristiques des secteurs les plus secs du bassin méditerranéen. Ils sont habituellement le résultat du surpâturage de la garrigue, qui élimine les arbustes.;Dry mediterranean lands with unpalatable non-vernal herbaceous vegetation
E1.C1;E1.C;4;Niveau 4;FALSE;TRUE;Champs d’[Asphodelus];Communautés des terrains dégradés du bassin méditerranéen très fortement dominées par des Liliacées du genre [Asphodelus] formant des faciès.;[Asphodelus] fields
E1.C2;E1.C;4;Niveau 4;FALSE;TRUE;Champs de Chardons;Communautés des terrains dégradés du bassin méditerranéen très fortement dominées par des Chardons formant des faciès, notamment des genres [Carthamus], [Carlina], [Centaurea], [Onopordum], [Notobasis], [Galactites].;Thistle fields
E1.C3;E1.C;4;Niveau 4;FALSE;TRUE;Broussailles à [Phlomis];Communautés des terrains dégradés du bassin méditerranéen très fortement dominées par de grandes Labiées du genre [Phlomis] formant des faciès.;[Phlomis] brushes
E1.C4;E1.C;4;Niveau 4;TRUE;TRUE;Peuplements de [Ferula];Communautés des terrains dégradés du bassin méditerranéen très fortement dominées par de grandes Ombellifères robustes du genre [Ferula] formant des faciès.;[Ferula] stands
E1.D;E1;3;Niveau 3;FALSE;TRUE;Pelouses xériques non exploitées;Pelouses xériques non fauchées ou pâturées actuellement.;Unmanaged xeric grassland
E1.E;E1;3;Niveau 3;FALSE;TRUE;Pelouses xériques piétinées à espèces annuelles;Espèces annuelles basses sur sites piétinés secs et chauds, par exemple la communauté du [Matricario matricarioidis-Polygonion arenastri], rencontrée en Hongrie et en Serbie avec [Coronopus squamatus], [Cynodon dactylon], [Eragrostis minor], [Herniaria glabra], [Herniaria hirsuta], [Juncus tenuis], [Lepidium ruderale], [Lolium perenne], [Matricaria discoidea], [Plantago lanceolata], [Plantago major], [Poa annua] agg. et [Polygonum arenastrum].;Trampled xeric grasslands with annuals
E1.1;E1;3;Niveau 3;FALSE;TRUE;Végétations ouvertes des substrats sableux et rocheux continentaux;Végétation ouverte thermophile des substrats sableux ou débris rocheux de la zone némorale et, localement, des régions planitiaires à montagnardes boréales ou subméditerranéennes d’Europe. Cette unité comprend les prairies ouvertes sur des sables continentaux fortement à légèrement calcaires, et la végétation composée principalement d’espèces annuelles et de succulentes ou semi-succulentes sur des surfaces rocheuses délitées des crêtes, des corniches ou des talus, sur des sols calcaires ou siliceux.;Inland sand and rock with open vegetation
E1.11;E1.1;4;Niveau 4;FALSE;TRUE;Gazons eurosibériens sur débris rocheux;Gazons ouverts sur débris rocheux des plaines et des collines des climats subocéaniques, tempérés, boréaux ou subméditerranéens d’Europe occidentale et centrale, s’étendant sporadiquement à l’est jusqu’aux pays Baltes et la mer Noire. Ils sont composés surtout de plantes annuelles et de plantes succulentes ou semi-succulentes, développées sur les surfaces rocheuses délitées des crêtes, des corniches et des talus, avec des sols calcaires ou siliceux fréquemment perturbés par l'érosion ou les lapins. Communautés végétales de l’[Alysso-Sedion albi] et du [Seslerio-Festucion pallentis]. Ces gazons comprennent une grande diversité de communautés isolées, distinctes et souvent très locales, abritant beaucoup d'espèces caractéristiques comme [Erophila verna], [Jovibarba globifera ssp. glabrescens], [Poa bulbosa], [Sedum acre], [Sedum album], [Sedum sexangulare], parmi lesquelles de nombreuses formes rares comprenant aussi bien des espèces relictuelles que des taxons d'évolution récente. Avec les prairies plus évoluées de l'unité E1.29, parfois E1.21-E1.25, E1.27, ou E1.281, des communautés très pauvres en espèces des unités H3.19 ou H3.2B, des formations arbustives lacunaires de l'unité F3.1, elles constituent la végétation vasculaire des falaises intérieures et des affleurements rocheux médio-européens de l’unité H3 (à savoir H3.1B, H3.1C et H3.2E).;Euro-Siberian rock debris swards
E1.111;E1.11;5;Niveau 5;TRUE;TRUE;Gazons médio-européens à Orpins;Gazons ouverts des sols détritiques des plaines et des collines des climats subocéaniques, tempérés ou subméditerranéens d’Europe occidentale et centrale, dominés par des espèces succulentes du genre [Sedum] ou riches en ces espèces.;Middle European stonecrop swards
E1.112;E1.11;5;Niveau 5;FALSE;TRUE;Communautés à [Sempervivum] ou [Jovibarba] sur débris rocheux;Gazons ouverts des débris rocheux des plaines et des collines des climats subocéaniques d’Europe occidentale et d’Europe centrale septentrionale et occidentale. Ces communautés hébergent des formes souvent rares et planitiaires locales de [Sempervivum] spp. ou de [Jovibarba] spp.;[Sempervivum] or [Jovibarba] communities on rock debris
E1.113;E1.11;5;Niveau 5;TRUE;TRUE;Communautés herbeuses médio-européennes sur débris rocheux;Gazons ouverts des débris rocheux des plaines et des collines des climats subocéaniques d’Europe occidentale et d’Europe centrale septentrionale et occidentale. Ces communautés s’étendent sporadiquement vers l’est jusqu’aux collines de la plaine pannonienne, dans lesquelles des graminées pérennes comme [Poa badensis], [Melica ciliata] et [Festuca] spp. jouent un rôle physionomique important.;Middle European grassy rock debris communities
E1.1131;E1.113;6;Niveau 6;TRUE;FALSE;;;[Poa badensis] and garlic rock debris swards
E1.1132;E1.113;6;Niveau 6;FALSE;TRUE;Gazons des débris rocheux à [Poa compressa];Gazons ouverts des débris rocheux des plaines et des collines des massifs hercyniens rhénans, du Jura, du quadrilatère de Bohême et de l’est de la périphérie alpine, dominées par [Poa compressa] ou [Poa angustifolia].;[Poa compressa] rock debris swards
