Auteur;Date;Titre;Editeur;Auteur - Titre
Ferrari C. & Tomaselli M.;1988;A phytogeographical evaluation of two summit plant communities in the Northern Apennines (Italy). Information and chorological analysis of phytosociological data;"Coll. Phytosoc. XV, ""Phytosociologie et conservation de la nature"", Strasbourg 1987: 251-258";Ferrari C. & Tomaselli M. - A phytogeographical evaluation of two summit plant communities in the Northern Apennines (Italy). Information and chorological analysis of phytosociological data - 1988
Ferreras Chasco C.;1988;La phytosociologie comme moyen de diagnostic de l'état du paysage végétal;"Coll. Phytosoc. XV, ""Phytosociologie et conservation de la nature"", Strasbourg 1987: 349-359";Ferreras Chasco C. - La phytosociologie comme moyen de diagnostic de l'état du paysage végétal - 1988
Ferrez Y.;2004;"Typologie et cartographie des habitats naturels et semi-naturels et des habitats d'espèces du site Natura 2000 ""lac et tourbières des Rousses, vallée de l'Orbe"".";Conservatoire botanique de Franche-Comté, Parc naturel régional du Haut Jura, Besançon, 46p. ;"Ferrez Y. - Typologie et cartographie des habitats naturels et semi-naturels et des habitats d'espèces du site Natura 2000 ""lac et tourbières des Rousses, vallée de l'Orbe"". - 2004"
Ferrez Y., Bailly G., Beaufils T., Collaud R., Caillet M., Fernez T., Gillet F., Guyonneau J., Hennequin C., Royer J.-M., Schmitt A., Vergon-Trivaudey M.-J., Vadam J.-C. & Vuillemenot M.;2011;Synopsis des groupements végétaux de Franche-Comté.;Les Nouvelles Archives de la Flore jurassienne et du nord-est de la France, n° sp. 1: 1-282. ;Ferrez Y., Bailly G., Beaufils T., Collaud R., Caillet M., Fernez T., Gillet F., Guyonneau J., Hennequin C., Royer J.-M., Schmitt A., Vergon-Trivaudey M.-J., Vadam J.-C. & Vuillemenot M. - Synopsis des groupements végétaux de Franche-Comté. - 2011
Ferro G. & Scammacca B.;1985;Révision nomenclaturale et syntaxonomique de la végétation messicole dans l'aire méditerranéenne, observations sur l'alliance Secalion orientale Oberd. 1954;"Coll. Phytosoc. XII, ""Les végétations nitrophiles et anthropogènes"", Bailleul 1983: 379-389";Ferro G. & Scammacca B. - Révision nomenclaturale et syntaxonomique de la végétation messicole dans l'aire méditerranéenne, observations sur l'alliance Secalion orientale Oberd. 1954 - 1985
Fija?kowski D., Wawer M. & Wólczy?ska R.;1995;Ro?linno?? tofowiska Podlaski w województwie che?mskim.;Ann. UMCS, Sect. C L(7): 133-139.;Fija?kowski D., Wawer M. & Wólczy?ska R. - Ro?linno?? tofowiska Podlaski w województwie che?mskim. - 1995
Fily P., Balent G., Durrieu G.;1991;Dynamique de communautés prairiales étudiées à 48 ans d'intervalle : examen de relevés de H. Gaussen à l'aide de méthodes multivariées;Bull. Soc. Hist. Nat. Toulouse, 127, 85-93;Fily P., Balent G., Durrieu G. - Dynamique de communautés prairiales étudiées à 48 ans d'intervalle : examen de relevés de H. Gaussen à l'aide de méthodes multivariées - 1991
Fischesser B.;1991;Situation du paysagisme d'aménagement dans l'ensemble des recherches consacrées au paysage;"Coll. Phytosoc. XVII, ""Phytosociologie et paysage"", Versailles 1988: 253-260";Fischesser B. - Situation du paysagisme d'aménagement dans l'ensemble des recherches consacrées au paysage - 1991
Focquet P. & Wattez J.-R.;1983;Le groupement à Helianthemum nummularium (L.) Mill. s.e. nummularium des lisières forestières ensoleillées en Picardie occidentale et à ses abords;"Coll. Phytosoc. VIII, ""Les lisières forestières"", Lille 1979: 431-444";Focquet P. & Wattez J.-R. - Le groupement à Helianthemum nummularium (L.) Mill. s.e. nummularium des lisières forestières ensoleillées en Picardie occidentale et à ses abords - 1983
Font X.;1989;Les pelouses de l'alliance Xerobromion du versant méridional des Pyrénées;"Coll. Phytosoc. XVI, ""Phytosociologie et pastoralisme"", Paris 1988: 681-693";Font X. - Les pelouses de l'alliance Xerobromion du versant méridional des Pyrénées - 1989
Fragille M.A. Ducroz H.;1985;Hêtraies du Haut-Giffre (Sixte-Fer-à-Cheval, Haute-Savoie), dans leur biodynamique phytosociologique et ethnoforestière. I. Hêtraies rupicoles et anthropiques des pieds de versants.;SAUSSUREA 16, p. 15-27;Fragille M.A. Ducroz H. - Hêtraies du Haut-Giffre (Sixte-Fer-à-Cheval, Haute-Savoie), dans leur biodynamique phytosociologique et ethnoforestière. I. Hêtraies rupicoles et anthropiques des pieds de versants. - 1985
Fransson S.;1963;Myrvegetation vid rörvattenån i nordvästra jämtland.;Sv. Bot. Tidskr. 57(3): 187-294.;Fransson S. - Myrvegetation vid rörvattenån i nordvästra jämtland. - 1963
Frehner H.K.;1963;Waldgesellschaften im westlichen aargauer mitteland. ;Beiträge zur geobotanischen Landesaufnahme 44, Hans Huber, Berne, 96p.    (extrait);Frehner H.K. - Waldgesellschaften im westlichen aargauer mitteland.  - 1963
Frey H.-U.;1995;Waldgesellschaften und Waldstandorte im St. Galler Berggebiet. ;Veröff. Geobot. Inst. Eidg. Techn. Hochschule, Stiftung Rübel, Zürich, 180p.;Frey H.-U. - Waldgesellschaften und Waldstandorte im St. Galler Berggebiet.  - 1995
Fries T.;1913;Botanische Untersuchungen im no?rdlichsten Schweden : ein Beitrag zur Kenntnis der alpinen und subalpinen.;Vetenskapliga och praktiska underso?kningar i Lappland, Almqvist & Wiksells, Uppsala, 361p.;Fries T. - Botanische Untersuchungen im no?rdlichsten Schweden : ein Beitrag zur Kenntnis der alpinen und subalpinen. - 1913
Frileux P.-N.;1975;Contribution à la connaissance des landes relictuelles de Haute-Normandie (France);"Coll. Phytosoc. II,""La végétation des landes d'Europe occidentale"", Lille 1973: 169-177";Frileux P.-N. - Contribution à la connaissance des landes relictuelles de Haute-Normandie (France) - 1975
Frileux P.-N. & Géhu J.-M.;1976;Fragments relictuels de végétation halophile en Baie de Seine (Marais du Hode).;"Coll. Phytosoc. IV, ""La végétation des vases salées"", Lille 1975: 277-293.";Frileux P.-N. & Géhu J.-M. - Fragments relictuels de végétation halophile en Baie de Seine (Marais du Hode). - 1976
Frileux P.-N. & Girard C.-M.;1986;Formations végétales et paysages: interprétations de photographies prises de la navette spatiale - l'exemple du Pays de Bray;"Coll. Phytosoc. XIII, ""Végétation et Géomorphologie"", Bailleul 1985: 791-805";Frileux P.-N. & Girard C.-M. - Formations végétales et paysages: interprétations de photographies prises de la navette spatiale - l'exemple du Pays de Bray - 1986
Frileux P.-N. & Jouve G.;1973;Aperçu phytosociologique sur quelques îles de la basse vallée de la Seine, entre Rouen et Elbeuf.;"Doc. Phytosoc;, NS, IV: 23-34.";Frileux P.-N. & Jouve G. - Aperçu phytosociologique sur quelques îles de la basse vallée de la Seine, entre Rouen et Elbeuf. - 1973
Frileux P.N., de Foucault B. & Roy J.;1989;Etude de la végétation prairiale de la basse vallée de la Seine entre Rouen et l’estuaire (Seine-Maritime, France).;"Coll. Phytosoc. XVI, ""Phytosociologie et pastoralisme"", Paris 1988: 233-240.";Frileux P.N., de Foucault B. & Roy J. - Etude de la végétation prairiale de la basse vallée de la Seine entre Rouen et l’estuaire (Seine-Maritime, France). - 1989
Froment A.;1975;Les landes, pelouses et prairies semi-naturelles des plateaux des Hautes Fagnes et d'Elsenborn (Belgique) - 2. Problèmes et expériences de gestion écologique dans les landes sèches à Calluna et Vaccinium;"Coll. Phytosoc. II,""La végétation des landes d'Europe occidentale"", Lille 1973: 37-45";Froment A. - Les landes, pelouses et prairies semi-naturelles des plateaux des Hautes Fagnes et d'Elsenborn (Belgique) - 2. Problèmes et expériences de gestion écologique dans les landes sèches à Calluna et Vaccinium - 1975
Gadrat B.;1991;La vision phytosociologique, les jardins et les paysages;"Coll. Phytosoc. XVII, ""Phytosociologie et paysage"", Versailles 1988: 247-252";Gadrat B. - La vision phytosociologique, les jardins et les paysages - 1991
Gafta D.;1993;Zonation et dynamisme dans quelques forêts riveraines de l'Italie du Sud;"Coll. Phytosoc. XX, ""Phytodynamique et Biogéographie historique des forêts"", Bailleul 1991: 233-239";Gafta D. - Zonation et dynamisme dans quelques forêts riveraines de l'Italie du Sud - 1993
Galland P.;1984;Evolution naturelle des pelouses alpines du Parc National Suisse;"Coll. Phytosoc. XI, ""La végétation des pelouses calcaires"", Strasbourg 1982: 359-381";Galland P. - Evolution naturelle des pelouses alpines du Parc National Suisse - 1984
Galland P.;1989;Agriculture et protection des herbages naturels en Suisse, un défi pour les phytosociologues;"Coll. Phytosoc. XVI, ""Phytosociologie et pastoralisme"", Paris 1988: 501-514";Galland P. - Agriculture et protection des herbages naturels en Suisse, un défi pour les phytosociologues - 1989
Gallandat J.-D.;1982;Prairies marécageuses du Haut-Jura. Molinietalia, Scheuchzerio-Caricetea fuscae et Phragmitetea.;Matériaux pour le levé géobotanique de la Suisse 58, Flück-Wirth, Teufen, 327p.;Gallandat J.-D. - Prairies marécageuses du Haut-Jura. Molinietalia, Scheuchzerio-Caricetea fuscae et Phragmitetea. - 1982
Gallarraga I.B.;1995;Flora y vegetación acuática, higrófila y halófila de las cuencas de los ríos Arga y Bidasoa en Navarra.;Thèse, Leioa, 490p.;Gallarraga I.B. - Flora y vegetación acuática, higrófila y halófila de las cuencas de los ríos Arga y Bidasoa en Navarra. - 1995
Gamisans J.;1992;Flore et végétation de la réserve naturelle de l’étang de Bigluglia (Corse du N.E.).;Trav. Sci. Parc Nat. Rég. Rés. Nat. Corse 33: 1-67.;Gamisans J. - Flore et végétation de la réserve naturelle de l’étang de Bigluglia (Corse du N.E.). - 1992
Gams H;1927;Von den Follatères zur Dent de Morcles. Vegetationsmonographie aus dem Wallis.;Beiträge zur geobotanischen Landesaufnahme 15, Hans Huber, Bern, 760p.;Gams H - Von den Follatères zur Dent de Morcles. Vegetationsmonographie aus dem Wallis. - 1927
Garcia A. & Valdes C.;1989;Floristic composition in calcareous pasture communities of North Spain;"Coll. Phytosoc. XVI, ""Phytosociologie et pastoralisme"", Paris 1988: 735-741";Garcia A. & Valdes C. - Floristic composition in calcareous pasture communities of North Spain - 1989
Gauquelin T.;1986;Végétation et formations superficielles dans les milieux supraforestiers du Haut Atlas de Marrakech: étude d'un transect (Massif de l'Oukaimeden);"Coll. Phytosoc. XIII, ""Végétation et Géomorphologie"", Bailleul 1985: 307-323";Gauquelin T. - Végétation et formations superficielles dans les milieux supraforestiers du Haut Atlas de Marrakech: étude d'un transect (Massif de l'Oukaimeden) - 1986
Géhu J.-M;1961;Les groupements végétaux du bassin de la Sambre française (Avesnois, Département du Nord, France).;Thèse, Lille, 372p. ;Géhu J.-M - Les groupements végétaux du bassin de la Sambre française (Avesnois, Département du Nord, France). - 1961
Géhu J.-M;1976;Approche phytosociologique synthétique de la végétation des vases salées du littoral atlantique français (synsystématique et synchorologie).;"Coll. Phytosoc. IV, ""La végétation des vases salées"", Lille 1975: 395-462.";Géhu J.-M - Approche phytosociologique synthétique de la végétation des vases salées du littoral atlantique français (synsystématique et synchorologie). - 1976
Gehu J.-M.;1975;Essai pour un système de classification phytosociologique des landes atlantiques françaises;"Coll. Phytosoc. II,""La végétation des landes d'Europe occidentale"", Lille 1973: 361-377";Gehu J.-M. - Essai pour un système de classification phytosociologique des landes atlantiques françaises - 1975
Gehu J.-M.;1983;Introduction au colloque sur les lisières forestières;"Coll. Phytosoc. VIII, ""Les lisières forestières"", Lille 1979: 1-8";Gehu J.-M. - Introduction au colloque sur les lisières forestières - 1983
Gehu J.-M.;1991;L'analyse symphytosociologique et géosymphytosociologique de l'espace. Théorie et méthodologie;"Coll. Phytosoc. XVII, ""Phytosociologie et paysage"", Versailles 1988: 11-46";Gehu J.-M. - L'analyse symphytosociologique et géosymphytosociologique de l'espace. Théorie et méthodologie - 1991
Gehu J.-M.;1991;Sur la notion de cellules paysagères isofonctionnelles;"Coll. Phytosoc. XVII, ""Phytosociologie et paysage"", Versailles 1988: 189-193";Gehu J.-M. - Sur la notion de cellules paysagères isofonctionnelles - 1991
Gehu J.-M.;1991;Eléments pour une définition paysagère intégrée de la mosaïque des terroirs du Nord de la France;"Coll. Phytosoc. XVII, ""Phytosociologie et paysage"", Versailles 1988: 195-206";Gehu J.-M. - Eléments pour une définition paysagère intégrée de la mosaïque des terroirs du Nord de la France - 1991
Gehu J.-M.;1991;Couleurs et formes dans les paysages: le point du vue du phytosociologue;"Coll. Phytosoc. XVII, ""Phytosociologie et paysage"", Versailles 1988: 335-345";Gehu J.-M. - Couleurs et formes dans les paysages: le point du vue du phytosociologue - 1991
Gehu J.-M.;1993;La phytodynamique: approche phytosociologique;"Coll. Phytosoc. XX, ""Phytodynamique et Biogéographie historique des forêts"", Bailleul 1991: 15-28";Gehu J.-M. - La phytodynamique: approche phytosociologique - 1993
Gehu J.-M.;2000;"Excursion géobotanique dans le Kent (sud-est anglais) ""Pays de la craie et des falaises blanches"" le 26 octobre 1997";"Coll. Phytosoc. ""XXVII, Données de la phytosociologie sigmatiste"", Bailleul 1997: 1117-1128";"Gehu J.-M. - Excursion géobotanique dans le Kent (sud-est anglais) ""Pays de la craie et des falaises blanches"" le 26 octobre 1997 - 2000"
Gehu J.-M.;2000;Observations phytosociologiques préliminaires sur le littoral occidental de l'île de Jersey (Anglo-Normande);"Coll. Phytosoc. ""XXVII, Données de la phytosociologie sigmatiste"", Bailleul 1997: 169-196";Gehu J.-M. - Observations phytosociologiques préliminaires sur le littoral occidental de l'île de Jersey (Anglo-Normande) - 2000
Gehu J.-M.;2000;Principes et critères synsystématiques de structuration des données de la phytosociologie;"Coll. Phytosoc. ""XXVII, Données de la phytosociologie sigmatiste"", Bailleul 1997: 693-708";Gehu J.-M. - Principes et critères synsystématiques de structuration des données de la phytosociologie - 2000
Géhu J.-M.;1994;Schéma synsystématique et typologie des milieux littoraux français atlantiques et méditerranéens.;Coll. Phytosoc. XXII, 'La syntaxonomie et la synsystématique Européenne comme Base Typologique des Habitats, Bailleul 1993: 183-212.;Géhu J.-M. - Schéma synsystématique et typologie des milieux littoraux français atlantiques et méditerranéens. - 1994
Géhu J.-M.;1999;Synsystématique des prairies de France (Synsystematic of the meadows of France).;Annali di Botanica LVII: 15-30.  ;Géhu J.-M. - Synsystématique des prairies de France (Synsystematic of the meadows of France). - 1999
